"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"09.01.2019 22:00 - 09.01.2019 22:30","34426","37155"
"09.01.2019 22:30 - 09.01.2019 23:00","32276","35080"
"09.01.2019 23:00 - 09.01.2019 23:30","30488","33310"
"09.01.2019 23:30 - 10.01.2019 00:00","29757","31728"
"10.01.2019 00:00 - 10.01.2019 00:30","29700","31729"
"10.01.2019 00:30 - 10.01.2019 01:00","29829","32553"
"10.01.2019 01:00 - 10.01.2019 01:30","29375","32128"
"10.01.2019 01:30 - 10.01.2019 02:00","28820","31325"
"10.01.2019 02:00 - 10.01.2019 02:30","28593","30439"
"10.01.2019 02:30 - 10.01.2019 03:00","28330","30256"
"10.01.2019 03:00 - 10.01.2019 03:30","27762","29989"
"10.01.2019 03:30 - 10.01.2019 04:00","27305","29538"
"10.01.2019 04:00 - 10.01.2019 04:30","27205","29128"
"10.01.2019 04:30 - 10.01.2019 05:00","27639","29203"
"10.01.2019 05:00 - 10.01.2019 05:30","28569","29456"
"10.01.2019 05:30 - 10.01.2019 06:00","30840","30960"
"10.01.2019 06:00 - 10.01.2019 06:30","34171","33337"
"10.01.2019 06:30 - 10.01.2019 07:00","37862","36193"
"10.01.2019 07:00 - 10.01.2019 07:30","41109","39177"
"10.01.2019 07:30 - 10.01.2019 08:00","42750","41224"
"10.01.2019 08:00 - 10.01.2019 08:30","43311","42425"
"10.01.2019 08:30 - 10.01.2019 09:00","43610","42446"
"10.01.2019 09:00 - 10.01.2019 09:30","43912","43239"
"10.01.2019 09:30 - 10.01.2019 10:00","44091","43564"
"10.01.2019 10:00 - 10.01.2019 10:30","44353","43183"
"10.01.2019 10:30 - 10.01.2019 11:00","44561","43426"
"10.01.2019 11:00 - 10.01.2019 11:30","44642","43560"
"10.01.2019 11:30 - 10.01.2019 12:00","44736","43408"
"10.01.2019 12:00 - 10.01.2019 12:30","44709","43987"
"10.01.2019 12:30 - 10.01.2019 13:00","44635","44116"
"10.01.2019 13:00 - 10.01.2019 13:30","44567","43743"
"10.01.2019 13:30 - 10.01.2019 14:00","44518","43270"
"10.01.2019 14:00 - 10.01.2019 14:30","44563","42627"
"10.01.2019 14:30 - 10.01.2019 15:00","44538","42326"
"10.01.2019 15:00 - 10.01.2019 15:30","44908","43950"
"10.01.2019 15:30 - 10.01.2019 16:00","45955","44785"
"10.01.2019 16:00 - 10.01.2019 16:30","47225","45633"
"10.01.2019 16:30 - 10.01.2019 17:00","47996","45792"
"10.01.2019 17:00 - 10.01.2019 17:30","47836","45474"
"10.01.2019 17:30 - 10.01.2019 18:00","47203","45014"
"10.01.2019 18:00 - 10.01.2019 18:30","46662","45840"
"10.01.2019 18:30 - 10.01.2019 19:00","46295","45947"
"10.01.2019 19:00 - 10.01.2019 19:30","45548","46835"
"10.01.2019 19:30 - 10.01.2019 20:00","44078","46400"
"10.01.2019 20:00 - 10.01.2019 20:30","42412","44461"
"10.01.2019 20:30 - 10.01.2019 21:00","40593","42925"
"10.01.2019 21:00 - 10.01.2019 21:30","38369","39979"
"10.01.2019 21:30 - 10.01.2019 22:00","36038","37754"
"10.01.2019 22:00 - 10.01.2019 22:30","33986","35735"
"10.01.2019 22:30 - 10.01.2019 23:00","31897","33691"
"10.01.2019 23:00 - 10.01.2019 23:30","30171","32247"
"10.01.2019 23:30 - 11.01.2019 00:00","29413","30689"
"11.01.2019 00:00 - 11.01.2019 00:30","29438","31075"
"11.01.2019 00:30 - 11.01.2019 01:00","29579","31743"
"11.01.2019 01:00 - 11.01.2019 01:30","29142","31058"
"11.01.2019 01:30 - 11.01.2019 02:00","28594","30431"
"11.01.2019 02:00 - 11.01.2019 02:30","28366","29614"
"11.01.2019 02:30 - 11.01.2019 03:00","28150","29388"
"11.01.2019 03:00 - 11.01.2019 03:30","27621","28854"
"11.01.2019 03:30 - 11.01.2019 04:00","27196","28789"
"11.01.2019 04:00 - 11.01.2019 04:30","26921","27728"
"11.01.2019 04:30 - 11.01.2019 05:00","27218","27806"
"11.01.2019 05:00 - 11.01.2019 05:30","28170","27748"
"11.01.2019 05:30 - 11.01.2019 06:00","30475","29202"
"11.01.2019 06:00 - 11.01.2019 06:30","33792","31826"
"11.01.2019 06:30 - 11.01.2019 07:00","37399","35270"
"11.01.2019 07:00 - 11.01.2019 07:30","40678","38736"
"11.01.2019 07:30 - 11.01.2019 08:00","42450","40737"
"11.01.2019 08:00 - 11.01.2019 08:30","42837","42432"
"11.01.2019 08:30 - 11.01.2019 09:00","43022","42379"
"11.01.2019 09:00 - 11.01.2019 09:30","43477","43405"
"11.01.2019 09:30 - 11.01.2019 10:00","43676","43609"
"11.01.2019 10:00 - 11.01.2019 10:30","43851","44455"
"11.01.2019 10:30 - 11.01.2019 11:00","43856","44398"
"11.01.2019 11:00 - 11.01.2019 11:30","43745","45279"
"11.01.2019 11:30 - 11.01.2019 12:00","43837","45376"
"11.01.2019 12:00 - 11.01.2019 12:30","43897","45347"
"11.01.2019 12:30 - 11.01.2019 13:00","43743","45082"
"11.01.2019 13:00 - 11.01.2019 13:30","43477","45155"
"11.01.2019 13:30 - 11.01.2019 14:00","43197","44773"
"11.01.2019 14:00 - 11.01.2019 14:30","42841","43721"
"11.01.2019 14:30 - 11.01.2019 15:00","42291","43155"
"11.01.2019 15:00 - 11.01.2019 15:30","42421","42942"
"11.01.2019 15:30 - 11.01.2019 16:00","42944","43401"
"11.01.2019 16:00 - 11.01.2019 16:30","44165","46345"
"11.01.2019 16:30 - 11.01.2019 17:00","45463","48083"
"11.01.2019 17:00 - 11.01.2019 17:30","45498","48720"
"11.01.2019 17:30 - 11.01.2019 18:00","44809","48165"
"11.01.2019 18:00 - 11.01.2019 18:30","43928","46431"
"11.01.2019 18:30 - 11.01.2019 19:00","43256","45979"
"11.01.2019 19:00 - 11.01.2019 19:30","42348","45146"
"11.01.2019 19:30 - 11.01.2019 20:00","41243","43828"
"11.01.2019 20:00 - 11.01.2019 20:30","39895","42148"
"11.01.2019 20:30 - 11.01.2019 21:00","38203","40619"
"11.01.2019 21:00 - 11.01.2019 21:30","36425","37762"
"11.01.2019 21:30 - 11.01.2019 22:00","34414","35762"
"11.01.2019 22:00 - 11.01.2019 22:30","32704","33650"
"11.01.2019 22:30 - 11.01.2019 23:00","31111","32334"
"11.01.2019 23:00 - 11.01.2019 23:30","29710","32446"
"11.01.2019 23:30 - 12.01.2019 00:00","28915","31619"
"12.01.2019 00:00 - 12.01.2019 00:30","28884","31032"
"12.01.2019 00:30 - 12.01.2019 01:00","28897","30976"
"12.01.2019 01:00 - 12.01.2019 01:30","28250","30499"
"12.01.2019 01:30 - 12.01.2019 02:00","27597","29862"
"12.01.2019 02:00 - 12.01.2019 02:30","27351","28876"
"12.01.2019 02:30 - 12.01.2019 03:00","27069","28061"
"12.01.2019 03:00 - 12.01.2019 03:30","26418","26652"
"12.01.2019 03:30 - 12.01.2019 04:00","25889","25931"
"12.01.2019 04:00 - 12.01.2019 04:30","25646","24939"
"12.01.2019 04:30 - 12.01.2019 05:00","25619","24855"
"12.01.2019 05:00 - 12.01.2019 05:30","25762","25284"
"12.01.2019 05:30 - 12.01.2019 06:00","26589","25695"
"12.01.2019 06:00 - 12.01.2019 06:30","27760","27853"
"12.01.2019 06:30 - 12.01.2019 07:00","29112","29128"
"12.01.2019 07:00 - 12.01.2019 07:30","30581","29763"
"12.01.2019 07:30 - 12.01.2019 08:00","32072","31135"
"12.01.2019 08:00 - 12.01.2019 08:30","33852","32848"
"12.01.2019 08:30 - 12.01.2019 09:00","35512","34677"
"12.01.2019 09:00 - 12.01.2019 09:30","36778","38127"
"12.01.2019 09:30 - 12.01.2019 10:00","37520","39123"
"12.01.2019 10:00 - 12.01.2019 10:30","38110","40390"
"12.01.2019 10:30 - 12.01.2019 11:00","38625","40727"
"12.01.2019 11:00 - 12.01.2019 11:30","39116","41243"
"12.01.2019 11:30 - 12.01.2019 12:00","39254","41459"
"12.01.2019 12:00 - 12.01.2019 12:30","39037","41748"
"12.01.2019 12:30 - 12.01.2019 13:00","38958","41576"
"12.01.2019 13:00 - 12.01.2019 13:30","38690","41322"
"12.01.2019 13:30 - 12.01.2019 14:00","38323","40807"
"12.01.2019 14:00 - 12.01.2019 14:30","37987","40375"
"12.01.2019 14:30 - 12.01.2019 15:00","37809","39982"
"12.01.2019 15:00 - 12.01.2019 15:30","37962","40070"
"12.01.2019 15:30 - 12.01.2019 16:00","38700","40414"
"12.01.2019 16:00 - 12.01.2019 16:30","40341","41906"
"12.01.2019 16:30 - 12.01.2019 17:00","41828","43707"
"12.01.2019 17:00 - 12.01.2019 17:30","42376","44621"
"12.01.2019 17:30 - 12.01.2019 18:00","42099","44892"
"12.01.2019 18:00 - 12.01.2019 18:30","41206","44537"
"12.01.2019 18:30 - 12.01.2019 19:00","40158","43573"
"12.01.2019 19:00 - 12.01.2019 19:30","39048","42506"
"12.01.2019 19:30 - 12.01.2019 20:00","37909","41071"
"12.01.2019 20:00 - 12.01.2019 20:30","36671","39948"
"12.01.2019 20:30 - 12.01.2019 21:00","35233","38653"
"12.01.2019 21:00 - 12.01.2019 21:30","33755","36290"
"12.01.2019 21:30 - 12.01.2019 22:00","32174","34866"
"12.01.2019 22:00 - 12.01.2019 22:30","30948","32471"
"12.01.2019 22:30 - 12.01.2019 23:00","29709","31287"
"12.01.2019 23:00 - 12.01.2019 23:30","28431","30827"
"12.01.2019 23:30 - 13.01.2019 00:00","27930","29704"
"13.01.2019 00:00 - 13.01.2019 00:30","27799","28798"
"13.01.2019 00:30 - 13.01.2019 01:00","27667","29007"
"13.01.2019 01:00 - 13.01.2019 01:30","26993","29085"
"13.01.2019 01:30 - 13.01.2019 02:00","26223","26677"
"13.01.2019 02:00 - 13.01.2019 02:30","25843","25470"
"13.01.2019 02:30 - 13.01.2019 03:00","25546","24977"
"13.01.2019 03:00 - 13.01.2019 03:30","24910","23652"
"13.01.2019 03:30 - 13.01.2019 04:00","24356","23134"
"13.01.2019 04:00 - 13.01.2019 04:30","23993","22757"
"13.01.2019 04:30 - 13.01.2019 05:00","23769","22531"
"13.01.2019 05:00 - 13.01.2019 05:30","23792","22554"
"13.01.2019 05:30 - 13.01.2019 06:00","24316","22749"
"13.01.2019 06:00 - 13.01.2019 06:30","25090","23930"
"13.01.2019 06:30 - 13.01.2019 07:00","25941","24944"
"13.01.2019 07:00 - 13.01.2019 07:30","26859","27140"
"13.01.2019 07:30 - 13.01.2019 08:00","28026","28218"
"13.01.2019 08:00 - 13.01.2019 08:30","29737","30314"
"13.01.2019 08:30 - 13.01.2019 09:00","31484","32147"
"13.01.2019 09:00 - 13.01.2019 09:30","33012","35000"
"13.01.2019 09:30 - 13.01.2019 10:00","34298","36417"
"13.01.2019 10:00 - 13.01.2019 10:30","35267","37961"
"13.01.2019 10:30 - 13.01.2019 11:00","35982","38684"
"13.01.2019 11:00 - 13.01.2019 11:30","36542","39318"
"13.01.2019 11:30 - 13.01.2019 12:00","36879","39854"
"13.01.2019 12:00 - 13.01.2019 12:30","37088","40519"
"13.01.2019 12:30 - 13.01.2019 13:00","37222","40613"
"13.01.2019 13:00 - 13.01.2019 13:30","37159","40457"
"13.01.2019 13:30 - 13.01.2019 14:00","36958","40113"
"13.01.2019 14:00 - 13.01.2019 14:30","36841","40144"
"13.01.2019 14:30 - 13.01.2019 15:00","36967","39924"
"13.01.2019 15:00 - 13.01.2019 15:30","37482","40162"
"13.01.2019 15:30 - 13.01.2019 16:00","38600","40779"
"13.01.2019 16:00 - 13.01.2019 16:30","40484","42143"
"13.01.2019 16:30 - 13.01.2019 17:00","42175","44414"
"13.01.2019 17:00 - 13.01.2019 17:30","42452","44912"
"13.01.2019 17:30 - 13.01.2019 18:00","42045","44940"
"13.01.2019 18:00 - 13.01.2019 18:30","41396","44079"
"13.01.2019 18:30 - 13.01.2019 19:00","40264","43118"
"13.01.2019 19:00 - 13.01.2019 19:30","39081","42299"
"13.01.2019 19:30 - 13.01.2019 20:00","38067","41182"
"13.01.2019 20:00 - 13.01.2019 20:30","36810","40090"
"13.01.2019 20:30 - 13.01.2019 21:00","35279","38586"
"13.01.2019 21:00 - 13.01.2019 21:30","33583","37256"
"13.01.2019 21:30 - 13.01.2019 22:00","31799","35366"
"13.01.2019 22:00 - 13.01.2019 22:30","30196","33234"
"13.01.2019 22:30 - 13.01.2019 23:00","28435","31602"
"13.01.2019 23:00 - 13.01.2019 23:30","27022","29361"
"13.01.2019 23:30 - 14.01.2019 00:00","26568","27813"
"14.01.2019 00:00 - 14.01.2019 00:30","26555","27810"
"14.01.2019 00:30 - 14.01.2019 01:00","26644","28277"
"14.01.2019 01:00 - 14.01.2019 01:30","26291","28117"
"14.01.2019 01:30 - 14.01.2019 02:00","25698","27597"
"14.01.2019 02:00 - 14.01.2019 02:30","25450","27219"
"14.01.2019 02:30 - 14.01.2019 03:00","25285","26975"
"14.01.2019 03:00 - 14.01.2019 03:30","24788","26896"
"14.01.2019 03:30 - 14.01.2019 04:00","24414","26729"
"14.01.2019 04:00 - 14.01.2019 04:30","24467","26547"
"14.01.2019 04:30 - 14.01.2019 05:00","24981","26791"
"14.01.2019 05:00 - 14.01.2019 05:30","26085","28035"
"14.01.2019 05:30 - 14.01.2019 06:00","28754","29651"
"14.01.2019 06:00 - 14.01.2019 06:30","32422","32831"
"14.01.2019 06:30 - 14.01.2019 07:00","36338","36425"
"14.01.2019 07:00 - 14.01.2019 07:30","39451","39212"
"14.01.2019 07:30 - 14.01.2019 08:00","40799","41078"
"14.01.2019 08:00 - 14.01.2019 08:30","41302","42441"
"14.01.2019 08:30 - 14.01.2019 09:00","41642","42492"
"14.01.2019 09:00 - 14.01.2019 09:30","42271","43947"
"14.01.2019 09:30 - 14.01.2019 10:00","42557","43987"
"14.01.2019 10:00 - 14.01.2019 10:30","42823","45185"
"14.01.2019 10:30 - 14.01.2019 11:00","43292","45088"
"14.01.2019 11:00 - 14.01.2019 11:30","43536","44967"
"14.01.2019 11:30 - 14.01.2019 12:00","43653","45097"
"14.01.2019 12:00 - 14.01.2019 12:30","43728","44814"
"14.01.2019 12:30 - 14.01.2019 13:00","43592","44688"
"14.01.2019 13:00 - 14.01.2019 13:30","43154","44651"
"14.01.2019 13:30 - 14.01.2019 14:00","42661","44449"
"14.01.2019 14:00 - 14.01.2019 14:30","42233","44356"
"14.01.2019 14:30 - 14.01.2019 15:00","41771","44236"
"14.01.2019 15:00 - 14.01.2019 15:30","41937","44024"
"14.01.2019 15:30 - 14.01.2019 16:00","42602","44300"
"14.01.2019 16:00 - 14.01.2019 16:30","43776","46095"
"14.01.2019 16:30 - 14.01.2019 17:00","45985","47798"
"14.01.2019 17:00 - 14.01.2019 17:30","47329","48465"
"14.01.2019 17:30 - 14.01.2019 18:00","47047","48215"
"14.01.2019 18:00 - 14.01.2019 18:30","46357","47986"
"14.01.2019 18:30 - 14.01.2019 19:00","45789","47840"
"14.01.2019 19:00 - 14.01.2019 19:30","44930","46935"
"14.01.2019 19:30 - 14.01.2019 20:00","43516","45712"
"14.01.2019 20:00 - 14.01.2019 20:30","41847","44933"
"14.01.2019 20:30 - 14.01.2019 21:00","39797","43259"
"14.01.2019 21:00 - 14.01.2019 21:30","37454","40010"
"14.01.2019 21:30 - 14.01.2019 22:00","35147","37504"
"14.01.2019 22:00 - 14.01.2019 22:30","33033","34088"
"14.01.2019 22:30 - 14.01.2019 23:00","30803","32051"
"14.01.2019 23:00 - 14.01.2019 23:30","28991","31709"
"14.01.2019 23:30 - 15.01.2019 00:00","28197","30059"
"15.01.2019 00:00 - 15.01.2019 00:30","27972","29532"
"15.01.2019 00:30 - 15.01.2019 01:00","28187","30043"
"15.01.2019 01:00 - 15.01.2019 01:30","27750","29211"
"15.01.2019 01:30 - 15.01.2019 02:00","27226","27951"
"15.01.2019 02:00 - 15.01.2019 02:30","27033","27133"
"15.01.2019 02:30 - 15.01.2019 03:00","26685","26833"
"15.01.2019 03:00 - 15.01.2019 03:30","26187","26640"
"15.01.2019 03:30 - 15.01.2019 04:00","25841","26170"
"15.01.2019 04:00 - 15.01.2019 04:30","25686","26119"
"15.01.2019 04:30 - 15.01.2019 05:00","26154","26370"
"15.01.2019 05:00 - 15.01.2019 05:30","27076","26541"
"15.01.2019 05:30 - 15.01.2019 06:00","29503","28711"
"15.01.2019 06:00 - 15.01.2019 06:30","32996","32840"
"15.01.2019 06:30 - 15.01.2019 07:00","36731","36110"
"15.01.2019 07:00 - 15.01.2019 07:30","39854","39833"
"15.01.2019 07:30 - 15.01.2019 08:00","41009","41768"
"15.01.2019 08:00 - 15.01.2019 08:30","41195","42130"
"15.01.2019 08:30 - 15.01.2019 09:00","41651","42007"
"15.01.2019 09:00 - 15.01.2019 09:30","42214","42945"
"15.01.2019 09:30 - 15.01.2019 10:00","42227","43155"
"15.01.2019 10:00 - 15.01.2019 10:30","42374","43125"
"15.01.2019 10:30 - 15.01.2019 11:00","42592","43044"
"15.01.2019 11:00 - 15.01.2019 11:30","42701","42603"
"15.01.2019 11:30 - 15.01.2019 12:00","42895","42765"
"15.01.2019 12:00 - 15.01.2019 12:30","42901","43136"
"15.01.2019 12:30 - 15.01.2019 13:00","43021","43201"
"15.01.2019 13:00 - 15.01.2019 13:30","42909","43400"
"15.01.2019 13:30 - 15.01.2019 14:00","42658","43166"
"15.01.2019 14:00 - 15.01.2019 14:30","42611","43172"
"15.01.2019 14:30 - 15.01.2019 15:00","42452","43111"
"15.01.2019 15:00 - 15.01.2019 15:30","42783","43590"
"15.01.2019 15:30 - 15.01.2019 16:00","43823","44214"
"15.01.2019 16:00 - 15.01.2019 16:30","45704","46993"
"15.01.2019 16:30 - 15.01.2019 17:00","46931","48468"
"15.01.2019 17:00 - 15.01.2019 17:30","46825","49091"
"15.01.2019 17:30 - 15.01.2019 18:00","46256","48958"
"15.01.2019 18:00 - 15.01.2019 18:30","45647","48825"
"15.01.2019 18:30 - 15.01.2019 19:00","45048","48214"
"15.01.2019 19:00 - 15.01.2019 19:30","43766","47280"
"15.01.2019 19:30 - 15.01.2019 20:00","42542","45936"
"15.01.2019 20:00 - 15.01.2019 20:30","41404","44910"
"15.01.2019 20:30 - 15.01.2019 21:00","39502","43482"
"15.01.2019 21:00 - 15.01.2019 21:30","37089","40297"
"15.01.2019 21:30 - 15.01.2019 22:00","34819","37708"
"15.01.2019 22:00 - 15.01.2019 22:30","32751","35009"
"15.01.2019 22:30 - 15.01.2019 23:00","30577","32831"
"15.01.2019 23:00 - 15.01.2019 23:30","28785","31025"
"15.01.2019 23:30 - 16.01.2019 00:00","28184","29250"
"16.01.2019 00:00 - 16.01.2019 00:30","28458","29208"
"16.01.2019 00:30 - 16.01.2019 01:00","28394","29382"
"16.01.2019 01:00 - 16.01.2019 01:30","27702","28882"
"16.01.2019 01:30 - 16.01.2019 02:00","27060","27902"
"16.01.2019 02:00 - 16.01.2019 02:30","26684","27216"
"16.01.2019 02:30 - 16.01.2019 03:00","26454","26893"
"16.01.2019 03:00 - 16.01.2019 03:30","26090","26215"
"16.01.2019 03:30 - 16.01.2019 04:00","25817","25791"
"16.01.2019 04:00 - 16.01.2019 04:30","25748","25644"
"16.01.2019 04:30 - 16.01.2019 05:00","25958","26132"
"16.01.2019 05:00 - 16.01.2019 05:30","26803","26764"
"16.01.2019 05:30 - 16.01.2019 06:00","29101","28353"
"16.01.2019 06:00 - 16.01.2019 06:30","32444","31285"
"16.01.2019 06:30 - 16.01.2019 07:00","36273","34582"
"16.01.2019 07:00 - 16.01.2019 07:30","39492","37423"
"16.01.2019 07:30 - 16.01.2019 08:00","40844","39525"
"16.01.2019 08:00 - 16.01.2019 08:30","41117","40801"
"16.01.2019 08:30 - 16.01.2019 09:00","41521","40869"
"16.01.2019 09:00 - 16.01.2019 09:30","42053","41785"
"16.01.2019 09:30 - 16.01.2019 10:00","42212","42221"
"16.01.2019 10:00 - 16.01.2019 10:30","42464","42090"
"16.01.2019 10:30 - 16.01.2019 11:00","42691","42275"
"16.01.2019 11:00 - 16.01.2019 11:30","42836","43289"
"16.01.2019 11:30 - 16.01.2019 12:00","43189","43410"
"16.01.2019 12:00 - 16.01.2019 12:30","43412","43474"
"16.01.2019 12:30 - 16.01.2019 13:00","43303","43441"
"16.01.2019 13:00 - 16.01.2019 13:30","43173","43631"
"16.01.2019 13:30 - 16.01.2019 14:00","43205","43372"
"16.01.2019 14:00 - 16.01.2019 14:30","43188","43494"
"16.01.2019 14:30 - 16.01.2019 15:00","42870","43191"
"16.01.2019 15:00 - 16.01.2019 15:30","42930","44015"
"16.01.2019 15:30 - 16.01.2019 16:00","43879","45140"
"16.01.2019 16:00 - 16.01.2019 16:30","45737","47448"
"16.01.2019 16:30 - 16.01.2019 17:00","47196","49087"
"16.01.2019 17:00 - 16.01.2019 17:30","47326","49623"
"16.01.2019 17:30 - 16.01.2019 18:00","46922","49311"
"16.01.2019 18:00 - 16.01.2019 18:30","46488","49339"
"16.01.2019 18:30 - 16.01.2019 19:00","45928","48655"
"16.01.2019 19:00 - 16.01.2019 19:30","44919","47842"
"16.01.2019 19:30 - 16.01.2019 20:00","43715","46945"
"16.01.2019 20:00 - 16.01.2019 20:30","42230","46033"
"16.01.2019 20:30 - 16.01.2019 21:00","40410","44474"
"16.01.2019 21:00 - 16.01.2019 21:30","38316","42759"
"16.01.2019 21:30 - 16.01.2019 22:00","36062","40511"
"16.01.2019 22:00 - 16.01.2019 22:30","33921","38288"
"16.01.2019 22:30 - 16.01.2019 23:00","31749","36271"
"16.01.2019 23:00 - 16.01.2019 23:30","29877","33728"
"16.01.2019 23:30 - 17.01.2019 00:00","29215","32201"
"17.01.2019 00:00 - 17.01.2019 00:30","28668","31775"
"17.01.2019 00:30 - 17.01.2019 01:00","28852","31787"
"17.01.2019 01:00 - 17.01.2019 01:30","28244","31302"
"17.01.2019 01:30 - 17.01.2019 02:00","27590","30259"
"17.01.2019 02:00 - 17.01.2019 02:30","27302","29580"
"17.01.2019 02:30 - 17.01.2019 03:00","27003","29073"
"17.01.2019 03:00 - 17.01.2019 03:30","26510","28638"
"17.01.2019 03:30 - 17.01.2019 04:00","26177","28101"
"17.01.2019 04:00 - 17.01.2019 04:30","26099","27762"
"17.01.2019 04:30 - 17.01.2019 05:00","26558","27919"
"17.01.2019 05:00 - 17.01.2019 05:30","27579","27877"
"17.01.2019 05:30 - 17.01.2019 06:00","30002","29506"
"17.01.2019 06:00 - 17.01.2019 06:30","33420","32759"
"17.01.2019 06:30 - 17.01.2019 07:00","37193","36199"
"17.01.2019 07:00 - 17.01.2019 07:30","40442","39825"
"17.01.2019 07:30 - 17.01.2019 08:00","41932","41780"
"17.01.2019 08:00 - 17.01.2019 08:30","42011","43177"
"17.01.2019 08:30 - 17.01.2019 09:00","41822","43257"
"17.01.2019 09:00 - 17.01.2019 09:30","42273","43233"
"17.01.2019 09:30 - 17.01.2019 10:00","42488","44479"
"17.01.2019 10:00 - 17.01.2019 10:30","42403","44308"
"17.01.2019 10:30 - 17.01.2019 11:00","42534","44257"
"17.01.2019 11:00 - 17.01.2019 11:30","42921","44122"
"17.01.2019 11:30 - 17.01.2019 12:00","43238","43854"
"17.01.2019 12:00 - 17.01.2019 12:30","43378","44880"
"17.01.2019 12:30 - 17.01.2019 13:00","44305","44876"
"17.01.2019 13:00 - 17.01.2019 13:30","44921","44921"
"17.01.2019 13:30 - 17.01.2019 14:00","44741","44703"
"17.01.2019 14:00 - 17.01.2019 14:30","44561","44856"
"17.01.2019 14:30 - 17.01.2019 15:00","44028","44713"
"17.01.2019 15:00 - 17.01.2019 15:30","44111","43994"
"17.01.2019 15:30 - 17.01.2019 16:00","44587","44702"
"17.01.2019 16:00 - 17.01.2019 16:30","45918","46640"
"17.01.2019 16:30 - 17.01.2019 17:00","47583","47601"
"17.01.2019 17:00 - 17.01.2019 17:30","47757","48062"
"17.01.2019 17:30 - 17.01.2019 18:00","47439","48202"
"17.01.2019 18:00 - 17.01.2019 18:30","47100","48255"
"17.01.2019 18:30 - 17.01.2019 19:00","46746","48189"
"17.01.2019 19:00 - 17.01.2019 19:30","46148","48473"
"17.01.2019 19:30 - 17.01.2019 20:00","44927","48072"
"17.01.2019 20:00 - 17.01.2019 20:30","43354","47608"
"17.01.2019 20:30 - 17.01.2019 21:00","41444","46416"
"17.01.2019 21:00 - 17.01.2019 21:30","39292","44286"
"17.01.2019 21:30 - 17.01.2019 22:00","37081","41952"
"17.01.2019 22:00 - 17.01.2019 22:30","34945","39819"
"17.01.2019 22:30 - 17.01.2019 23:00","32557","37734"
"17.01.2019 23:00 - 17.01.2019 23:30","30691","35896"
"17.01.2019 23:30 - 18.01.2019 00:00","29721","34574"
"18.01.2019 00:00 - 18.01.2019 00:30","30207","34216"
"18.01.2019 00:30 - 18.01.2019 01:00","30366","34828"
"18.01.2019 01:00 - 18.01.2019 01:30","29938","34262"
"18.01.2019 01:30 - 18.01.2019 02:00","29488","33521"
"18.01.2019 02:00 - 18.01.2019 02:30","29499","32425"
"18.01.2019 02:30 - 18.01.2019 03:00","29216","31902"
"18.01.2019 03:00 - 18.01.2019 03:30","28621","31271"
"18.01.2019 03:30 - 18.01.2019 04:00","28216","30838"
"18.01.2019 04:00 - 18.01.2019 04:30","27958","30653"
"18.01.2019 04:30 - 18.01.2019 05:00","28387","30936"
"18.01.2019 05:00 - 18.01.2019 05:30","29404","31138"
"18.01.2019 05:30 - 18.01.2019 06:00","31596","33050"
"18.01.2019 06:00 - 18.01.2019 06:30","35016","35813"
"18.01.2019 06:30 - 18.01.2019 07:00","38974","39070"
"18.01.2019 07:00 - 18.01.2019 07:30","42264","44264"
"18.01.2019 07:30 - 18.01.2019 08:00","43882","46536"
