"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"09.12.2017 22:00 - 09.12.2017 22:30","34803","35649"
"09.12.2017 22:30 - 09.12.2017 23:00","33281","34659"
"09.12.2017 23:00 - 09.12.2017 23:30","31581","34546"
"09.12.2017 23:30 - 10.12.2017 00:00","30909","33619"
"10.12.2017 00:00 - 10.12.2017 00:30","31233","34007"
"10.12.2017 00:30 - 10.12.2017 01:00","31124","34312"
"10.12.2017 01:00 - 10.12.2017 01:30","30643","32841"
"10.12.2017 01:30 - 10.12.2017 02:00","30090","31854"
"10.12.2017 02:00 - 10.12.2017 02:30","29926","31073"
"10.12.2017 02:30 - 10.12.2017 03:00","29438","30906"
"10.12.2017 03:00 - 10.12.2017 03:30","28670","30072"
"10.12.2017 03:30 - 10.12.2017 04:00","28106","29043"
"10.12.2017 04:00 - 10.12.2017 04:30","27788","28633"
"10.12.2017 04:30 - 10.12.2017 05:00","27659","28391"
"10.12.2017 05:00 - 10.12.2017 05:30","27818","28323"
"10.12.2017 05:30 - 10.12.2017 06:00","28459","28480"
"10.12.2017 06:00 - 10.12.2017 06:30","29335","29191"
"10.12.2017 06:30 - 10.12.2017 07:00","30586","30019"
"10.12.2017 07:00 - 10.12.2017 07:30","31696","30707"
"10.12.2017 07:30 - 10.12.2017 08:00","32766","32285"
"10.12.2017 08:00 - 10.12.2017 08:30","34541","34688"
"10.12.2017 08:30 - 10.12.2017 09:00","36512","37466"
"10.12.2017 09:00 - 10.12.2017 09:30","38371","40032"
"10.12.2017 09:30 - 10.12.2017 10:00","39822","41854"
"10.12.2017 10:00 - 10.12.2017 10:30","40704","43309"
"10.12.2017 10:30 - 10.12.2017 11:00","41273","44236"
"10.12.2017 11:00 - 10.12.2017 11:30","41795","45038"
"10.12.2017 11:30 - 10.12.2017 12:00","42430","45458"
"10.12.2017 12:00 - 10.12.2017 12:30","42928","46601"
"10.12.2017 12:30 - 10.12.2017 13:00","43122","46629"
"10.12.2017 13:00 - 10.12.2017 13:30","42889","46764"
"10.12.2017 13:30 - 10.12.2017 14:00","42694","46412"
"10.12.2017 14:00 - 10.12.2017 14:30","42517","46272"
"10.12.2017 14:30 - 10.12.2017 15:00","42571","45957"
"10.12.2017 15:00 - 10.12.2017 15:30","43181","46079"
"10.12.2017 15:30 - 10.12.2017 16:00","44864","46990"
"10.12.2017 16:00 - 10.12.2017 16:30","47009","48843"
"10.12.2017 16:30 - 10.12.2017 17:00","47889","49894"
"10.12.2017 17:00 - 10.12.2017 17:30","47822","50256"
"10.12.2017 17:30 - 10.12.2017 18:00","47345","49668"
"10.12.2017 18:00 - 10.12.2017 18:30","46739","48734"
"10.12.2017 18:30 - 10.12.2017 19:00","45899","48238"
"10.12.2017 19:00 - 10.12.2017 19:30","44685","47476"
"10.12.2017 19:30 - 10.12.2017 20:00","43599","46377"
"10.12.2017 20:00 - 10.12.2017 20:30","42491","45354"
"10.12.2017 20:30 - 10.12.2017 21:00","41095","44116"
"10.12.2017 21:00 - 10.12.2017 21:30","39373","42539"
"10.12.2017 21:30 - 10.12.2017 22:00","37325","40849"
"10.12.2017 22:00 - 10.12.2017 22:30","35402","38221"
"10.12.2017 22:30 - 10.12.2017 23:00","33264","36913"
"10.12.2017 23:00 - 10.12.2017 23:30","31351","35323"
"10.12.2017 23:30 - 11.12.2017 00:00","30373","33558"
"11.12.2017 00:00 - 11.12.2017 00:30","31442","32780"
"11.12.2017 00:30 - 11.12.2017 01:00","31661","32607"
"11.12.2017 01:00 - 11.12.2017 01:30","31172","32297"
"11.12.2017 01:30 - 11.12.2017 02:00","30567","31442"
"11.12.2017 02:00 - 11.12.2017 02:30","30308","31572"
"11.12.2017 02:30 - 11.12.2017 03:00","30063","31499"
"11.12.2017 03:00 - 11.12.2017 03:30","29583","31189"
"11.12.2017 03:30 - 11.12.2017 04:00","29212","30500"
"11.12.2017 04:00 - 11.12.2017 04:30","29110","30066"
"11.12.2017 04:30 - 11.12.2017 05:00","29567","30095"
"11.12.2017 05:00 - 11.12.2017 05:30","30639","30673"
"11.12.2017 05:30 - 11.12.2017 06:00","33372","32153"
"11.12.2017 06:00 - 11.12.2017 06:30","37192","34207"
"11.12.2017 06:30 - 11.12.2017 07:00","41541","38223"
"11.12.2017 07:00 - 11.12.2017 07:30","45026","42002"
"11.12.2017 07:30 - 11.12.2017 08:00","46373","44625"
"11.12.2017 08:00 - 11.12.2017 08:30","46786","46027"
"11.12.2017 08:30 - 11.12.2017 09:00","47076","46807"
"11.12.2017 09:00 - 11.12.2017 09:30","47711","48838"
"11.12.2017 09:30 - 11.12.2017 10:00","47980","49817"
"11.12.2017 10:00 - 11.12.2017 10:30","48230","48723"
"11.12.2017 10:30 - 11.12.2017 11:00","48384","48614"
"11.12.2017 11:00 - 11.12.2017 11:30","48318","48790"
"11.12.2017 11:30 - 11.12.2017 12:00","48438","49666"
"11.12.2017 12:00 - 11.12.2017 12:30","48442","50054"
"11.12.2017 12:30 - 11.12.2017 13:00","48356","49996"
"11.12.2017 13:00 - 11.12.2017 13:30","48058","50049"
"11.12.2017 13:30 - 11.12.2017 14:00","48068","49196"
"11.12.2017 14:00 - 11.12.2017 14:30","48108","49327"
"11.12.2017 14:30 - 11.12.2017 15:00","48026","48778"
"11.12.2017 15:00 - 11.12.2017 15:30","48740","48265"
"11.12.2017 15:30 - 11.12.2017 16:00","50601","49193"
"11.12.2017 16:00 - 11.12.2017 16:30","52287","50842"
"11.12.2017 16:30 - 11.12.2017 17:00","52974","50904"
"11.12.2017 17:00 - 11.12.2017 17:30","52961","51134"
"11.12.2017 17:30 - 11.12.2017 18:00","52336","50783"
"11.12.2017 18:00 - 11.12.2017 18:30","51842","50488"
"11.12.2017 18:30 - 11.12.2017 19:00","51533","50399"
"11.12.2017 19:00 - 11.12.2017 19:30","50882","50289"
"11.12.2017 19:30 - 11.12.2017 20:00","49563","49316"
"11.12.2017 20:00 - 11.12.2017 20:30","47743","48213"
"11.12.2017 20:30 - 11.12.2017 21:00","45715","46592"
"11.12.2017 21:00 - 11.12.2017 21:30","43412","45809"
"11.12.2017 21:30 - 11.12.2017 22:00","40788","43773"
"11.12.2017 22:00 - 11.12.2017 22:30","38368","41108"
"11.12.2017 22:30 - 11.12.2017 23:00","35900","38907"
"11.12.2017 23:00 - 11.12.2017 23:30","33873","36137"
"11.12.2017 23:30 - 12.12.2017 00:00","32532","33896"
"12.12.2017 00:00 - 12.12.2017 00:30","32337","34272"
"12.12.2017 00:30 - 12.12.2017 01:00","32668","34649"
"12.12.2017 01:00 - 12.12.2017 01:30","32416","34883"
"12.12.2017 01:30 - 12.12.2017 02:00","31954","34138"
"12.12.2017 02:00 - 12.12.2017 02:30","31877","33825"
"12.12.2017 02:30 - 12.12.2017 03:00","31734","33698"
"12.12.2017 03:00 - 12.12.2017 03:30","31257","33590"
"12.12.2017 03:30 - 12.12.2017 04:00","30975","33010"
"12.12.2017 04:00 - 12.12.2017 04:30","30766","32861"
"12.12.2017 04:30 - 12.12.2017 05:00","31011","32979"
"12.12.2017 05:00 - 12.12.2017 05:30","31870","32233"
"12.12.2017 05:30 - 12.12.2017 06:00","34281","33510"
"12.12.2017 06:00 - 12.12.2017 06:30","37899","36560"
"12.12.2017 06:30 - 12.12.2017 07:00","41970","40419"
"12.12.2017 07:00 - 12.12.2017 07:30","45318","43721"
"12.12.2017 07:30 - 12.12.2017 08:00","46595","45454"
"12.12.2017 08:00 - 12.12.2017 08:30","46872","47227"
"12.12.2017 08:30 - 12.12.2017 09:00","47313","48202"
"12.12.2017 09:00 - 12.12.2017 09:30","48350","50036"
"12.12.2017 09:30 - 12.12.2017 10:00","48432","50572"
"12.12.2017 10:00 - 12.12.2017 10:30","48096","49701"
"12.12.2017 10:30 - 12.12.2017 11:00","48207","49636"
"12.12.2017 11:00 - 12.12.2017 11:30","48420","49627"
"12.12.2017 11:30 - 12.12.2017 12:00","48569","49619"
"12.12.2017 12:00 - 12.12.2017 12:30","48512","49396"
"12.12.2017 12:30 - 12.12.2017 13:00","48489","49096"
"12.12.2017 13:00 - 12.12.2017 13:30","48075","49084"
"12.12.2017 13:30 - 12.12.2017 14:00","47849","48704"
"12.12.2017 14:00 - 12.12.2017 14:30","47713","48448"
"12.12.2017 14:30 - 12.12.2017 15:00","47669","48302"
"12.12.2017 15:00 - 12.12.2017 15:30","48539","48176"
"12.12.2017 15:30 - 12.12.2017 16:00","50339","49263"
"12.12.2017 16:00 - 12.12.2017 16:30","52095","51043"
"12.12.2017 16:30 - 12.12.2017 17:00","52854","51007"
"12.12.2017 17:00 - 12.12.2017 17:30","52830","50158"
"12.12.2017 17:30 - 12.12.2017 18:00","52376","49628"
"12.12.2017 18:00 - 12.12.2017 18:30","51828","48995"
"12.12.2017 18:30 - 12.12.2017 19:00","51215","48903"
"12.12.2017 19:00 - 12.12.2017 19:30","50298","49339"
"12.12.2017 19:30 - 12.12.2017 20:00","49079","48381"
"12.12.2017 20:00 - 12.12.2017 20:30","47422","46738"
"12.12.2017 20:30 - 12.12.2017 21:00","45307","44767"
"12.12.2017 21:00 - 12.12.2017 21:30","42936","42598"
"12.12.2017 21:30 - 12.12.2017 22:00","40316","40220"
"12.12.2017 22:00 - 12.12.2017 22:30","37839","37477"
"12.12.2017 22:30 - 12.12.2017 23:00","35378","35476"
"12.12.2017 23:00 - 12.12.2017 23:30","33391","33828"
"12.12.2017 23:30 - 13.12.2017 00:00","32082","32190"
"13.12.2017 00:00 - 13.12.2017 00:30","32357","32456"
"13.12.2017 00:30 - 13.12.2017 01:00","32268","32954"
"13.12.2017 01:00 - 13.12.2017 01:30","31710","32552"
"13.12.2017 01:30 - 13.12.2017 02:00","31032","31845"
"13.12.2017 02:00 - 13.12.2017 02:30","30728","32408"
"13.12.2017 02:30 - 13.12.2017 03:00","30539","32279"
"13.12.2017 03:00 - 13.12.2017 03:30","30069","31928"
"13.12.2017 03:30 - 13.12.2017 04:00","29613","31454"
"13.12.2017 04:00 - 13.12.2017 04:30","29447","31201"
"13.12.2017 04:30 - 13.12.2017 05:00","29798","31265"
"13.12.2017 05:00 - 13.12.2017 05:30","30660","30634"
"13.12.2017 05:30 - 13.12.2017 06:00","32295","32260"
"13.12.2017 06:00 - 13.12.2017 06:30","34294","34988"
"13.12.2017 06:30 - 13.12.2017 07:00","36662","38449"
"13.12.2017 07:00 - 13.12.2017 07:30","39085","42083"
"13.12.2017 07:30 - 13.12.2017 08:00","41431","44117"
"13.12.2017 08:00 - 13.12.2017 08:30","44453","45159"
"13.12.2017 08:30 - 13.12.2017 09:00","46412","45490"
"13.12.2017 09:00 - 13.12.2017 09:30","46801","45957"
"13.12.2017 09:30 - 13.12.2017 10:00","46678","46137"
"13.12.2017 10:00 - 13.12.2017 10:30","47186","46076"
"13.12.2017 10:30 - 13.12.2017 11:00","47793","46063"
"13.12.2017 11:00 - 13.12.2017 11:30","47866","45710"
"13.12.2017 11:30 - 13.12.2017 12:00","48049","45744"
"13.12.2017 12:00 - 13.12.2017 12:30","48104","45799"
"13.12.2017 12:30 - 13.12.2017 13:00","48022","45665"
"13.12.2017 13:00 - 13.12.2017 13:30","47978","45721"
"13.12.2017 13:30 - 13.12.2017 14:00","47873","45481"
"13.12.2017 14:00 - 13.12.2017 14:30","47366","46216"
"13.12.2017 14:30 - 13.12.2017 15:00","47047","45960"
"13.12.2017 15:00 - 13.12.2017 15:30","47136","47198"
"13.12.2017 15:30 - 13.12.2017 16:00","48457","48379"
"13.12.2017 16:00 - 13.12.2017 16:30","50577","51278"
"13.12.2017 16:30 - 13.12.2017 17:00","51501","52023"
"13.12.2017 17:00 - 13.12.2017 17:30","51529","52107"
"13.12.2017 17:30 - 13.12.2017 18:00","51311","51600"
"13.12.2017 18:00 - 13.12.2017 18:30","50651","50869"
"13.12.2017 18:30 - 13.12.2017 19:00","49564","50374"
"13.12.2017 19:00 - 13.12.2017 19:30","48145","49689"
"13.12.2017 19:30 - 13.12.2017 20:00","46947","48722"
"13.12.2017 20:00 - 13.12.2017 20:30","45860","48116"
"13.12.2017 20:30 - 13.12.2017 21:00","43900","46566"
"13.12.2017 21:00 - 13.12.2017 21:30","41483","44169"
"13.12.2017 21:30 - 13.12.2017 22:00","39119","41753"
"13.12.2017 22:00 - 13.12.2017 22:30","37137","38948"
"13.12.2017 22:30 - 13.12.2017 23:00","34980","36773"
"13.12.2017 23:00 - 13.12.2017 23:30","32756","36073"
"13.12.2017 23:30 - 14.12.2017 00:00","31592","34667"
"14.12.2017 00:00 - 14.12.2017 00:30","31568","33245"
"14.12.2017 00:30 - 14.12.2017 01:00","31636","33174"
"14.12.2017 01:00 - 14.12.2017 01:30","31160","32901"
"14.12.2017 01:30 - 14.12.2017 02:00","30537","32394"
"14.12.2017 02:00 - 14.12.2017 02:30","30273","31835"
"14.12.2017 02:30 - 14.12.2017 03:00","30081","31753"
"14.12.2017 03:00 - 14.12.2017 03:30","29569","31359"
"14.12.2017 03:30 - 14.12.2017 04:00","29205","30734"
"14.12.2017 04:00 - 14.12.2017 04:30","29163","30587"
"14.12.2017 04:30 - 14.12.2017 05:00","29513","30628"
"14.12.2017 05:00 - 14.12.2017 05:30","30389","31332"
"14.12.2017 05:30 - 14.12.2017 06:00","32808","32927"
"14.12.2017 06:00 - 14.12.2017 06:30","36193","36849"
"14.12.2017 06:30 - 14.12.2017 07:00","40022","40116"
"14.12.2017 07:00 - 14.12.2017 07:30","43269","41661"
"14.12.2017 07:30 - 14.12.2017 08:00","44525","43397"
"14.12.2017 08:00 - 14.12.2017 08:30","44869","44162"
"14.12.2017 08:30 - 14.12.2017 09:00","45272","44362"
"14.12.2017 09:00 - 14.12.2017 09:30","46101","45643"
"14.12.2017 09:30 - 14.12.2017 10:00","46387","45998"
"14.12.2017 10:00 - 14.12.2017 10:30","46497","46052"
"14.12.2017 10:30 - 14.12.2017 11:00","46712","45995"
"14.12.2017 11:00 - 14.12.2017 11:30","46782","45833"
"14.12.2017 11:30 - 14.12.2017 12:00","47031","45610"
"14.12.2017 12:00 - 14.12.2017 12:30","47175","45916"
"14.12.2017 12:30 - 14.12.2017 13:00","47190","45666"
"14.12.2017 13:00 - 14.12.2017 13:30","46930","45074"
"14.12.2017 13:30 - 14.12.2017 14:00","46635","44438"
"14.12.2017 14:00 - 14.12.2017 14:30","46233","45461"
"14.12.2017 14:30 - 14.12.2017 15:00","46042","45142"
"14.12.2017 15:00 - 14.12.2017 15:30","46704","46556"
"14.12.2017 15:30 - 14.12.2017 16:00","48177","47884"
"14.12.2017 16:00 - 14.12.2017 16:30","49655","50344"
"14.12.2017 16:30 - 14.12.2017 17:00","50446","50416"
"14.12.2017 17:00 - 14.12.2017 17:30","50437","51076"
"14.12.2017 17:30 - 14.12.2017 18:00","49879","50784"
"14.12.2017 18:00 - 14.12.2017 18:30","49314","50484"
"14.12.2017 18:30 - 14.12.2017 19:00","48674","49801"
"14.12.2017 19:00 - 14.12.2017 19:30","47951","50131"
"14.12.2017 19:30 - 14.12.2017 20:00","46884","49323"
"14.12.2017 20:00 - 14.12.2017 20:30","45451","48245"
"14.12.2017 20:30 - 14.12.2017 21:00","43802","46936"
"14.12.2017 21:00 - 14.12.2017 21:30","41606","45606"
"14.12.2017 21:30 - 14.12.2017 22:00","39163","43574"
"14.12.2017 22:00 - 14.12.2017 22:30","37063","41248"
"14.12.2017 22:30 - 14.12.2017 23:00","34854","39253"
"14.12.2017 23:00 - 14.12.2017 23:30","32835","37141"
"14.12.2017 23:30 - 15.12.2017 00:00","31879","35772"
"15.12.2017 00:00 - 15.12.2017 00:30","31679","35839"
"15.12.2017 00:30 - 15.12.2017 01:00","31713","35024"
"15.12.2017 01:00 - 15.12.2017 01:30","31208","34289"
"15.12.2017 01:30 - 15.12.2017 02:00","30461","33221"
"15.12.2017 02:00 - 15.12.2017 02:30","30066","32481"
"15.12.2017 02:30 - 15.12.2017 03:00","29710","32133"
"15.12.2017 03:00 - 15.12.2017 03:30","29113","31879"
"15.12.2017 03:30 - 15.12.2017 04:00","28728","31322"
"15.12.2017 04:00 - 15.12.2017 04:30","28651","30881"
"15.12.2017 04:30 - 15.12.2017 05:00","28990","30847"
"15.12.2017 05:00 - 15.12.2017 05:30","29846","31548"
"15.12.2017 05:30 - 15.12.2017 06:00","32203","33073"
"15.12.2017 06:00 - 15.12.2017 06:30","35597","35084"
"15.12.2017 06:30 - 15.12.2017 07:00","39438","38200"
"15.12.2017 07:00 - 15.12.2017 07:30","42838","41876"
"15.12.2017 07:30 - 15.12.2017 08:00","44382","44393"
"15.12.2017 08:00 - 15.12.2017 08:30","44760","45305"
"15.12.2017 08:30 - 15.12.2017 09:00","45105","45322"
"15.12.2017 09:00 - 15.12.2017 09:30","45616","46108"
"15.12.2017 09:30 - 15.12.2017 10:00","45610","46322"
"15.12.2017 10:00 - 15.12.2017 10:30","45673","45868"
"15.12.2017 10:30 - 15.12.2017 11:00","45804","45623"
"15.12.2017 11:00 - 15.12.2017 11:30","45885","45783"
"15.12.2017 11:30 - 15.12.2017 12:00","46061","45388"
"15.12.2017 12:00 - 15.12.2017 12:30","45833","45199"
"15.12.2017 12:30 - 15.12.2017 13:00","45405","44705"
"15.12.2017 13:00 - 15.12.2017 13:30","44995","45009"
"15.12.2017 13:30 - 15.12.2017 14:00","44897","44120"
"15.12.2017 14:00 - 15.12.2017 14:30","44743","44084"
"15.12.2017 14:30 - 15.12.2017 15:00","44621","43795"
"15.12.2017 15:00 - 15.12.2017 15:30","45054","43704"
"15.12.2017 15:30 - 15.12.2017 16:00","46385","44428"
"15.12.2017 16:00 - 15.12.2017 16:30","48051","47202"
"15.12.2017 16:30 - 15.12.2017 17:00","48862","48539"
"15.12.2017 17:00 - 15.12.2017 17:30","48894","49726"
"15.12.2017 17:30 - 15.12.2017 18:00","48385","49453"
"15.12.2017 18:00 - 15.12.2017 18:30","47475","47666"
"15.12.2017 18:30 - 15.12.2017 19:00","46637","46723"
"15.12.2017 19:00 - 15.12.2017 19:30","45778","47312"
"15.12.2017 19:30 - 15.12.2017 20:00","44458","46596"
"15.12.2017 20:00 - 15.12.2017 20:30","43012","45276"
"15.12.2017 20:30 - 15.12.2017 21:00","41460","43794"
"15.12.2017 21:00 - 15.12.2017 21:30","39629","43076"
"15.12.2017 21:30 - 15.12.2017 22:00","37683","41347"
"15.12.2017 22:00 - 15.12.2017 22:30","35960","38344"
"15.12.2017 22:30 - 15.12.2017 23:00","34110","36849"
"15.12.2017 23:00 - 15.12.2017 23:30","32386","36597"
"15.12.2017 23:30 - 16.12.2017 00:00","31529","35468"
"16.12.2017 00:00 - 16.12.2017 00:30","31409","34298"
"16.12.2017 00:30 - 16.12.2017 01:00","31508","34423"
"16.12.2017 01:00 - 16.12.2017 01:30","30831","33769"
"16.12.2017 01:30 - 16.12.2017 02:00","30096","32843"
"16.12.2017 02:00 - 16.12.2017 02:30","29755","32066"
"16.12.2017 02:30 - 16.12.2017 03:00","29414","31998"
"16.12.2017 03:00 - 16.12.2017 03:30","28764","31399"
"16.12.2017 03:30 - 16.12.2017 04:00","28256","30555"
"16.12.2017 04:00 - 16.12.2017 04:30","27983","30264"
"16.12.2017 04:30 - 16.12.2017 05:00","27911","30097"
"16.12.2017 05:00 - 16.12.2017 05:30","28115","30542"
"16.12.2017 05:30 - 16.12.2017 06:00","29094","31158"
"16.12.2017 06:00 - 16.12.2017 06:30","30465","32771"
"16.12.2017 06:30 - 16.12.2017 07:00","32119","34397"
"16.12.2017 07:00 - 16.12.2017 07:30","33813","36018"
"16.12.2017 07:30 - 16.12.2017 08:00","35465","37577"
"16.12.2017 08:00 - 16.12.2017 08:30","37504","39728"
"16.12.2017 08:30 - 16.12.2017 09:00","39201","41265"
"16.12.2017 09:00 - 16.12.2017 09:30","40474","44215"
"16.12.2017 09:30 - 16.12.2017 10:00","41178","44908"
"16.12.2017 10:00 - 16.12.2017 10:30","41290","45376"
"16.12.2017 10:30 - 16.12.2017 11:00","41153","45433"
"16.12.2017 11:00 - 16.12.2017 11:30","41193","45430"
"16.12.2017 11:30 - 16.12.2017 12:00","41331","45304"
"16.12.2017 12:00 - 16.12.2017 12:30","41107","45151"
"16.12.2017 12:30 - 16.12.2017 13:00","40809","44837"
"16.12.2017 13:00 - 16.12.2017 13:30","40448","44542"
"16.12.2017 13:30 - 16.12.2017 14:00","40192","43920"
"16.12.2017 14:00 - 16.12.2017 14:30","39919","43953"
"16.12.2017 14:30 - 16.12.2017 15:00","39900","44023"
"16.12.2017 15:00 - 16.12.2017 15:30","40298","44284"
"16.12.2017 15:30 - 16.12.2017 16:00","41609","44850"
"16.12.2017 16:00 - 16.12.2017 16:30","43785","46710"
"16.12.2017 16:30 - 16.12.2017 17:00","45326","48146"
"16.12.2017 17:00 - 16.12.2017 17:30","45830","48874"
"16.12.2017 17:30 - 16.12.2017 18:00","45428","48503"
"16.12.2017 18:00 - 16.12.2017 18:30","44607","47853"
"16.12.2017 18:30 - 16.12.2017 19:00","43524","46865"
"16.12.2017 19:00 - 16.12.2017 19:30","42229","45600"
"16.12.2017 19:30 - 16.12.2017 20:00","41139","44500"
"16.12.2017 20:00 - 16.12.2017 20:30","39962","43693"
"16.12.2017 20:30 - 16.12.2017 21:00","38500","42522"
"16.12.2017 21:00 - 16.12.2017 21:30","37123","41509"
"16.12.2017 21:30 - 16.12.2017 22:00","35578","40291"
"16.12.2017 22:00 - 16.12.2017 22:30","34287","38836"
"16.12.2017 22:30 - 16.12.2017 23:00","32910","37680"
"16.12.2017 23:00 - 16.12.2017 23:30","31418","36374"
"16.12.2017 23:30 - 17.12.2017 00:00","30110","35243"
"17.12.2017 00:00 - 17.12.2017 00:30","30094","34800"
"17.12.2017 00:30 - 17.12.2017 01:00","30138","35014"
"17.12.2017 01:00 - 17.12.2017 01:30","29508","33676"
"17.12.2017 01:30 - 17.12.2017 02:00","28779","32324"
"17.12.2017 02:00 - 17.12.2017 02:30","28483","31420"
"17.12.2017 02:30 - 17.12.2017 03:00","28155","31174"
"17.12.2017 03:00 - 17.12.2017 03:30","27449","30654"
"17.12.2017 03:30 - 17.12.2017 04:00","26835","30298"
"17.12.2017 04:00 - 17.12.2017 04:30","26505","29764"
"17.12.2017 04:30 - 17.12.2017 05:00","26366","29554"
"17.12.2017 05:00 - 17.12.2017 05:30","26438","29453"
"17.12.2017 05:30 - 17.12.2017 06:00","27115","29575"
"17.12.2017 06:00 - 17.12.2017 06:30","27971","30344"
"17.12.2017 06:30 - 17.12.2017 07:00","28848","31131"
"17.12.2017 07:00 - 17.12.2017 07:30","29890","32355"
"17.12.2017 07:30 - 17.12.2017 08:00","31119","33843"
"17.12.2017 08:00 - 17.12.2017 08:30","32827","36038"
"17.12.2017 08:30 - 17.12.2017 09:00","34739","37902"
"17.12.2017 09:00 - 17.12.2017 09:30","36492","40247"
"17.12.2017 09:30 - 17.12.2017 10:00","37755","41897"
"17.12.2017 10:00 - 17.12.2017 10:30","38661","43143"
"17.12.2017 10:30 - 17.12.2017 11:00","39279","43427"
"17.12.2017 11:00 - 17.12.2017 11:30","39826","43999"
"17.12.2017 11:30 - 17.12.2017 12:00","40396","44179"
"17.12.2017 12:00 - 17.12.2017 12:30","40755","44626"
"17.12.2017 12:30 - 17.12.2017 13:00","40733","44566"
"17.12.2017 13:00 - 17.12.2017 13:30","40296","44389"
"17.12.2017 13:30 - 17.12.2017 14:00","40028","43904"
"17.12.2017 14:00 - 17.12.2017 14:30","39858","43781"
"17.12.2017 14:30 - 17.12.2017 15:00","39898","43522"
"17.12.2017 15:00 - 17.12.2017 15:30","40588","43708"
"17.12.2017 15:30 - 17.12.2017 16:00","42073","44604"
"17.12.2017 16:00 - 17.12.2017 16:30","43617","46344"
"17.12.2017 16:30 - 17.12.2017 17:00","44270","47569"
"17.12.2017 17:00 - 17.12.2017 17:30","44225","47629"
"17.12.2017 17:30 - 17.12.2017 18:00","43722","47066"
"17.12.2017 18:00 - 17.12.2017 18:30","42993","46136"
"17.12.2017 18:30 - 17.12.2017 19:00","42007","45244"
"17.12.2017 19:00 - 17.12.2017 19:30","40962","44467"
"17.12.2017 19:30 - 17.12.2017 20:00","40120","43448"
"17.12.2017 20:00 - 17.12.2017 20:30","39036","42586"
"17.12.2017 20:30 - 17.12.2017 21:00","37663","41281"
"17.12.2017 21:00 - 17.12.2017 21:30","36110","39876"
"17.12.2017 21:30 - 17.12.2017 22:00","34351","38268"
"17.12.2017 22:00 - 17.12.2017 22:30","32597","36476"
"17.12.2017 22:30 - 17.12.2017 23:00","30727","35056"
"17.12.2017 23:00 - 17.12.2017 23:30","29016","33324"
"17.12.2017 23:30 - 18.12.2017 00:00","28361","31286"
"18.12.2017 00:00 - 18.12.2017 00:30","29359","30869"
"18.12.2017 00:30 - 18.12.2017 01:00","29541","31263"
"18.12.2017 01:00 - 18.12.2017 01:30","29222","31268"
"18.12.2017 01:30 - 18.12.2017 02:00","28716","30640"
"18.12.2017 02:00 - 18.12.2017 02:30","28580","30336"
"18.12.2017 02:30 - 18.12.2017 03:00","28318","30083"
"18.12.2017 03:00 - 18.12.2017 03:30","27615","29490"
"18.12.2017 03:30 - 18.12.2017 04:00","27070","29168"
"18.12.2017 04:00 - 18.12.2017 04:30","26900","29214"
"18.12.2017 04:30 - 18.12.2017 05:00","27299","29292"
"18.12.2017 05:00 - 18.12.2017 05:30","28307","30912"
"18.12.2017 05:30 - 18.12.2017 06:00","30811","33154"
"18.12.2017 06:00 - 18.12.2017 06:30","34469","34894"
"18.12.2017 06:30 - 18.12.2017 07:00","38598","37892"
"18.12.2017 07:00 - 18.12.2017 07:30","42234","40123"
"18.12.2017 07:30 - 18.12.2017 08:00","44003","42059"
"18.12.2017 08:00 - 18.12.2017 08:30","44515","43601"
"18.12.2017 08:30 - 18.12.2017 09:00","44780","44023"
"18.12.2017 09:00 - 18.12.2017 09:30","45367","44902"
"18.12.2017 09:30 - 18.12.2017 10:00","45557","45408"
"18.12.2017 10:00 - 18.12.2017 10:30","45395","45470"
"18.12.2017 10:30 - 18.12.2017 11:00","45235","45582"
"18.12.2017 11:00 - 18.12.2017 11:30","45303","45606"
"18.12.2017 11:30 - 18.12.2017 12:00","45559","45562"
"18.12.2017 12:00 - 18.12.2017 12:30","45653","45230"
"18.12.2017 12:30 - 18.12.2017 13:00","45807","44878"
"18.12.2017 13:00 - 18.12.2017 13:30","45769","44596"
"18.12.2017 13:30 - 18.12.2017 14:00","45669","43453"
"18.12.2017 14:00 - 18.12.2017 14:30","45275","44017"
"18.12.2017 14:30 - 18.12.2017 15:00","44892","43676"
"18.12.2017 15:00 - 18.12.2017 15:30","45635","44453"
"18.12.2017 15:30 - 18.12.2017 16:00","47533","45340"
"18.12.2017 16:00 - 18.12.2017 16:30","48907","48971"
"18.12.2017 16:30 - 18.12.2017 17:00","49323","50196"
"18.12.2017 17:00 - 18.12.2017 17:30","49446","50680"
"18.12.2017 17:30 - 18.12.2017 18:00","49367","50488"
"18.12.2017 18:00 - 18.12.2017 18:30","49265","50207"
"18.12.2017 18:30 - 18.12.2017 19:00","48772","49827"
"18.12.2017 19:00 - 18.12.2017 19:30","47772","48478"
"18.12.2017 19:30 - 18.12.2017 20:00","46396","47531"
"18.12.2017 20:00 - 18.12.2017 20:30","44699","45572"
"18.12.2017 20:30 - 18.12.2017 21:00","42886","43949"
"18.12.2017 21:00 - 18.12.2017 21:30","40939","42700"
"18.12.2017 21:30 - 18.12.2017 22:00","38590","40659"
"18.12.2017 22:00 - 18.12.2017 22:30","36427","38689"
"18.12.2017 22:30 - 18.12.2017 23:00","34106","36672"
"18.12.2017 23:00 - 18.12.2017 23:30","32058","35705"
